,Expert recommendations based on link prediction during the COVID-19 outbreak,Hui WangZiChun Le,126,,2021,http://link.springer.com/article/10.1007/s11192-021-03893-3
,An incremental learning approach to prediction models of SEIRD variables in the context of the COVID-19 pandemic,E. CamargoJ. AguilarY. QuinteroF. RivasD. Ardila,,,2022,http://link.springer.com/article/10.1007/s12553-022-00668-5
,NSGA-II as feature selection technique and AdaBoost classifier for COVID-19 prediction using patient’s symptoms,Makram SouiNesrine MansouriRaed AlhamadMarouane KessentiniKhaled Ghedira,106,,2021,http://link.springer.com/article/10.1007/s11071-021-06504-1
,Kalman filter based short term prediction model for COVID-19 spread,Koushlendra Kumar SinghSuraj KumarPrachi DixitManish Kumar Bajpai,51,,2021,http://link.springer.com/article/10.1007/s10489-020-01948-1
,COVID-19 ICU mortality prediction: a machine learning approach using SuperLearner algorithm,Giulia LorenzoniNicolò SellaAnnalisa BoscoloDanila AzzolinaPatrizia BartolottaLaura PasinTommaso PettenuzzoAlessandro De CassaiFabio BarattoFabio ToffolettoSilvia De RosaGiorgio FullinMario PetaPaolo RosiEnrico PolatiAlberto Zanella,1,,2021,http://link.springer.com/article/10.1186/s44158-021-00002-x
,A Hybrid Model based on mBA-ANFIS for COVID-19 Confirmed Cases Prediction and Forecast,Sohail SaifPriya DasSuparna Biswas,102,,2021,http://link.springer.com/article/10.1007/s40031-021-00538-0
,Prediction of COVID-19 Cases from the Nexus of Air Quality and Meteorological Phenomena: Bangladesh Perspective,Mim Mashrur AhmedMd. Emdadul HoqueShahanaj RahmanProshanta Kumar RoyFiroz AlamMuhammad Mustafizur RahmanMd. Mostafizur RahmanPhilip K. Hopke,6,,2022,http://link.springer.com/article/10.1007/s41748-021-00278-7
,Optimization using the firefly algorithm of ensemble neural networks with type-2 fuzzy integration for COVID-19 time series prediction,Patricia MelinDaniela SánchezJulio Cesar MonicaOscar Castillo,,,2021,http://link.springer.com/article/10.1007/s00500-020-05549-5
,Biserial targeted feature projection based radial kernel regressive deep belief neural learning for covid-19 prediction,S. Subash Chandra BoseA. Vinoth KumarAnitha PremkumarM. DeepikaM. Gokilavani,,,2022,http://link.springer.com/article/10.1007/s00500-022-06943-x
,India perspective: CNN-LSTM hybrid deep learning model-based COVID-19 prediction and current status of medical resource availability,Shwet KetuPramod Kumar Mishra,26,,2022,http://link.springer.com/article/10.1007/s00500-021-06490-x
,Prediction and identification of T cell epitopes of COVID-19 with balanced cytokine response for the development of peptide based vaccines,MedhaParul BhattPriyankaMonika SharmaSadhna Sharma,9,,2021,http://link.springer.com/article/10.1007/s40203-021-00098-7
,Deep learning-based exchange rate prediction during the COVID-19 pandemic,Mohammad Zoynul AbedinMahmudul Hasan MoonM. Kabir HassanPetr Hajek,,,2021,http://link.springer.com/article/10.1007/s10479-021-04420-6
,Anti-inflammatory response of cardamom extract and prediction of therapeutic window in COVID-19 patients by assessing inflammatory markers using RT-PCR,Nourin ShakeebPrashanth VarkeyAimy HynseAjit Mandlecha,30,,2022,http://link.springer.com/article/10.1007/s10787-022-00951-x
,COVID-19 mortality prediction in the intensive care unit with deep learning based on longitudinal chest X-rays and clinical data,Jianhong ChengJohn SolleeCelina HsiehHailin YueNicholas VandalJustin ShanahanJi Whae ChoiThi My Linh TranKasey HalseyFranklin IheanachoJames WarrenAbdullah AhmedCarsten EickhoffMichael FeldmanEduardo Mortani Barbosa JrIhab Kamel,,,2022,http://link.springer.com/article/10.1007/s00330-022-08588-8
,Nature inspired optimization model for classification and severity prediction in COVID-19 clinical dataset,L. S. SumaH. S. AnandS. S. Vinod chandra,,,2021,http://link.springer.com/article/10.1007/s12652-021-03389-1
,Analysis and Prediction of COVID-19 Pandemic in Bangladesh by Using ANFIS and LSTM Network,Anjir Ahmed ChowdhuryKhandaker Tabin HasanKhadija Kubra Shahjalal Hoque,13,,2021,http://link.springer.com/article/10.1007/s12559-021-09859-0
,Prediction of the incubation period for COVID-19 and future virus disease outbreaks,Ayal B. GussowNoam AuslanderYuri I. WolfEugene V. Koonin,18,,2020,http://link.springer.com/article/10.1186/s12915-020-00919-9
,A hybrid data envelopment analysis—artificial neural network prediction model for COVID-19 severity in transplant recipients,Ignacio RevueltaFrancisco J. Santos-ArteagaEnrique Montagud-MarrahiPedro Ventura-AguiarDebora Di CaprioFrederic CofanDavid CucchiariVicens TorregrosaGaston Julio PiñeiroNuria EsforzadoMarta BodroJessica Ugalde-AltamiranoAsuncion MorenoJosep M. CampistolAntonio AlcarazBeatriu Bayès,54,,2021,http://link.springer.com/article/10.1007/s10462-021-10008-0
,"Towards a geocomputational landscape epidemiology: surveillance, modelling, and interventions",Colin Robertson,82,,2017,http://link.springer.com/article/10.1007/s10708-015-9688-5
,Pythagorean fuzzy time series model based on Pythagorean fuzzy c-means and improved Markov weighted in the prediction of the new COVID-19 cases,Sidong XianYue Cheng,25,,2021,http://link.springer.com/article/10.1007/s00500-021-06259-2
,The Evolution of Polycentric Governance in the Galapagos Small-Scale Fishing Sector,Renato CáceresJeremy PittmanMauricio CastrejónPeter Deadman,,,2022,http://link.springer.com/article/10.1007/s00267-022-01666-z
,In the future simulations will replace clinical trials,Martin A. EbertVal GebskiClive Baldock,44,,2021,http://link.springer.com/article/10.1007/s13246-021-01079-y
,EpiK: A Knowledge Base for Epidemiological Modeling and Analytics of Infectious Diseases,S.M.Shamimul HasanEdward A. FoxKeith BissetMadhav V. Marathe,1,,2017,http://link.springer.com/article/10.1007/s41666-017-0010-9
,BAST newsletter—June 2020,Paolo Di GirolamoSilvana Di SabatinoCristina L. ArcherStefano SerafinM. Marcello Miglietta,1,,2020,http://link.springer.com/article/10.1007/s42865-020-00014-5
,A new mechanism of rule acquisition based on covering rough sets,Xiaoping ZhangJinjin LiWeikang Li,,,2022,http://link.springer.com/article/10.1007/s10489-021-03067-x
,"Multiscale analysis of factors affecting food security in China, 1980–2017",Furong LvLongyun DengZhengtao ZhangZheye WangQuanyuan WuJianmin Qiao,29,,2022,http://link.springer.com/article/10.1007/s11356-021-16125-1
,HRNET: AI-on-Edge for Mask Detection and Social Distancing Calculation,Kinshuk SenguptaPraveen Ranjan Srivastava,3,,2022,http://link.springer.com/article/10.1007/s42979-022-01023-1
,Sensitivity Analysis in an Immuno-Epidemiological Vector-Host Model,Hayriye GulbudakZhuolin QuFabio MilnerNecibe Tuncer,84,,2022,http://link.springer.com/article/10.1007/s11538-021-00979-0
,"13th EBSA congress, July 24–28, 2021, Vienna, Austria",,50,,2021,http://link.springer.com/article/10.1007/s00249-021-01558-w
,Brain disease diagnosis using local binary pattern and steerable pyramid,Vandana V. KaleSatish T. HamdeRaghunath S. Holambe,8,,2019,http://link.springer.com/article/10.1007/s13735-019-00174-x
,Measuring spatial inhomogeneity at different spatial scales using hybrids of Gibbs point process models,Adina IftimiFrancisco MontesJorge MateuCarlos Ayyad,31,,2017,http://link.springer.com/article/10.1007/s00477-016-1264-0
,SIRA: Scale illumination rotation affine invariant mask R-CNN for pedestrian detection,Ujwalla GawandeKamal HajariYogesh Golhar,,,2022,http://link.springer.com/article/10.1007/s10489-021-03073-z
,"CARS 2021: Computer Assisted Radiology and Surgery Proceedings of the 35th International Congress and Exhibition Munich, Germany, June 21–25, 2021",,16,,2021,http://link.springer.com/article/10.1007/s11548-021-02375-4
,ECR 2018 - BOOK OF ABSTRACTS,,9,,2018,http://link.springer.com/article/10.1007/s13244-018-0603-8
,Reverse vaccinology assisted designing of multiepitope-based subunit vaccine against SARS-CoV-2,Muhammad Tahir ul QamarFarah ShahidSadia AslamUsman Ali AshfaqSidra AslamIsrar FatimaMuhammad Mazhar FareedAli ZohaibLing-Ling Chen,9,,2020,http://link.springer.com/article/10.1186/s40249-020-00752-w
,Correction to: Prediction of unfavorable outcomes in cryptococcal meningitis: results of the multicenter infectious Diseases International Research Initiative (ID-IRI) cryptococcal meningitis study,I. N. HakyemezH. ErdemG. BeraudM. LurdesA. Silva-PintoC. AlexandruB. BishopF. ManganiX. ArgemiM. PoinotR. HasbunM. SunbulM. AkcaerS. AlpT. DemirdalK. Angamuthu,37,,2018,http://link.springer.com/article/10.1007/s10096-018-3281-z
,Dynamic mode decomposition in adaptive mesh refinement and coarsening simulations,Gabriel F. BarrosMalú GraveAlex ViguerieAlessandro RealiAlvaro L. G. A. Coutinho,,,2021,http://link.springer.com/article/10.1007/s00366-021-01485-6
,A CNN based coronavirus disease prediction system for chest X-rays,Umair HafeezMuhammad UmerAhmad HameedHassan MustafaAhmed SohaibMichele NappiHamza Ahmad Madni,,,2022,http://link.springer.com/article/10.1007/s12652-022-03775-3
,The impact of non-pharmaceutical interventions on SARS-CoV-2 transmission across 130 countries and territories,Yang LiuChristian MorgensternJames KellyRachel LoweMark Jit,19,,2021,http://link.springer.com/article/10.1186/s12916-020-01872-8
,ECR 2019: Book of Abstracts,,10,,2019,http://link.springer.com/article/10.1186/s13244-019-0713-y
,Cascaded parallel crowd counting network with multi-resolution collaborative representation,Lei LyuRun HanZiming Chen,,,2022,http://link.springer.com/article/10.1007/s10489-022-03639-5
,SARFIMA model prediction for infectious diseases: application to hemorrhagic fever with renal syndrome and comparing with SARIMA,Chang QiDandan ZhangYuchen ZhuLili LiuChunyu LiZhiqiang WangXiujun Li,20,,2020,http://link.springer.com/article/10.1186/s12874-020-01130-8
,An intelligent computer-aided approach for target protein prediction in infectious diseases,D. NarmadhaA. Pravin,24,,2020,http://link.springer.com/article/10.1007/s00500-020-04815-w
,"Recurrent neural network ensemble, a new instrument for the prediction of infectious diseases",Alessandro Puleio,136,,2021,http://link.springer.com/article/10.1140/epjp/s13360-021-01285-3
,Nourishing nations during pandemics: why prioritize fish diets and aquatic foods in Africa,Ahmed KhanSiham Mohamed AhmedCheikh SarrYoussouf KaboreGracia KahashaLewis BangweWalter OdhiamboNathalie GahungaBernice McleanHamady DiopHellen MoepiMohamed SeisayAmadou TallEshete DejenMotseki HlatshwayoAnna Lartey,20,,2021,http://link.springer.com/article/10.1007/s40152-021-00236-z
,Recent applications of quantitative systems pharmacology and machine learning models across diseases,Sara Sadat AghamiriRada AminTomáš Helikar,49,,2022,http://link.springer.com/article/10.1007/s10928-021-09790-9
,A review on Deep Learning approaches for low-dose Computed Tomography restoration,K. A. Saneera Hemantha KulathilakeNor Aniza AbdullahAznul Qalid Md SabriKhin Wee Lai,,,2021,http://link.springer.com/article/10.1007/s40747-021-00405-x
,"COVITALE 2020 from eastern Indian population: imageologists perspective, a learning curve",Kamal Kumar SenRoopak DubeyMayank GoyalHumsheer SethiAjay SharawatRohit Arora,52,,2021,http://link.springer.com/article/10.1186/s43055-021-00634-7
,Medical image analysis based on deep learning approach,Muralikrishna PuttaguntaS. Ravi,80,,2021,http://link.springer.com/article/10.1007/s11042-021-10707-4
,Climate change and multi-dimensional sustainable urbanization,Mingxing ChenYue XianPengling WangZijin Ding,31,,2021,http://link.springer.com/article/10.1007/s11442-021-1895-z
,"Proceedings of the World Molecular Imaging Congress 2017, Philadelphia, Pennsylvania, September 13-16, 2017: General Abstracts",,19,,2017,http://link.springer.com/article/10.1007/s11307-017-1138-y
,Deletion of ER-retention motif on SARS-CoV-2 spike protein reduces cell hybrid during cell–cell fusion,Xuening WangChih-Hsiung ChenSaiaditya BadetiJong Hyun ChoAlireza NaghizadehZiren WangDongfang Liu,11,,2021,http://link.springer.com/article/10.1186/s13578-021-00626-0
,Multicenter Assessment of CT Pneumonia Analysis Prototype for Predicting Disease Severity and Patient Outcome,Fatemeh HomayouniehMarcio Aloisio Bezerra Cavalcanti RockenbachShadi EbrahimianRuhani Doda KheraBernardo C. BizzoVarun BuchRosa BabaeiHadi Karimi MobinIman MohseniMatthias MitschkeMathis ZimmermannFelix DurlakFranziska RauchSubba R DigumarthyMannudeep K. Kalra,34,,2021,http://link.springer.com/article/10.1007/s10278-021-00430-9
,A robust blind medical image watermarking approach for telemedicine applications,Fares KahlessenaneAmine KhaldiRedouane KafiSalah Euschi,24,,2021,http://link.springer.com/article/10.1007/s10586-020-03215-x
,Prediction of unfavorable outcomes in cryptococcal meningitis: results of the multicenter Infectious Diseases International Research Initiative (ID-IRI) cryptococcal meningitis study,I. N. HakyemezH. ErdemG. BeraudM. LurdesA. Silva-PintoC. AlexandruB. BishopF. ManganiX. ArgemiM. PoinotR. HasbunM. SunbulM. AkcaerS. AlpT. DemirdalK. Angamuthu,37,,2018,http://link.springer.com/article/10.1007/s10096-017-3142-1
,Multiscale Laplacian graph kernel combined with lexico-syntactic patterns for biomedical event extraction from literature,Sabenabanu AbdulkadharBalu BhasuranJeyakumar Natarajan,63,,2021,http://link.springer.com/article/10.1007/s10115-020-01514-8
,Convolutional neural networks in medical image understanding: a survey,D. R. SarvamangalaRaghavendra V. Kulkarni,15,,2022,http://link.springer.com/article/10.1007/s12065-020-00540-3
,A comprehensive survey and deep learning-based approach for human recognition using ear biometric,Aman KambojRajneesh RaniAditya Nigam,,,2021,http://link.springer.com/article/10.1007/s00371-021-02119-0
,"Integrated medical resource consumption stratification in hospitalized patients: an Auto Triage Management model based on accurate risk, cost and length of stay prediction",Qin ZhongZongren LiWenjun WangLei ZhangKunlun He,65,,2022,http://link.springer.com/article/10.1007/s11427-021-1987-5
,Proceedings of the Joint Meeting of the 126th Annual Meeting of The Japanese Association of Anatomists and the 98th Annual Meeting of The Physiological Society of Japan,,71,,2021,http://link.springer.com/article/10.1186/s12576-021-00809-x
,2020 CIS Annual Meeting: Immune Deficiency & Dysregulation North American Conference,,40,,2020,http://link.springer.com/article/10.1007/s10875-020-00764-z
,Application of Digital Twins in multiple fields,Jinkang GuoZhihan Lv,,,2022,http://link.springer.com/article/10.1007/s11042-022-12536-5
,Prediction of Epitope based Peptides for Vaccine Development from Complete Proteome of Novel Corona Virus (SARS-COV-2) Using Immunoinformatics,Richa JainAnkit JainSantosh kumar Verma,27,,2021,http://link.springer.com/article/10.1007/s10989-021-10205-z
,Mitteilungen der DGN,,92,,2021,http://link.springer.com/article/10.1007/s00115-021-01117-w
,Applying TS-DBN model into sports behavior recognition with deep learning approach,Yingqing GuoXin Wang,77,,2021,http://link.springer.com/article/10.1007/s11227-021-03772-x
,Prediction of Epidemic Disease Dynamics on the Infection Risk Using Machine Learning Algorithms,Shanthi PalaniappanRagavi VBeaulah DavidPathur Nisha S,3,,2021,http://link.springer.com/article/10.1007/s42979-021-00902-3
,Meeting abstracts from International Conference on Prevention & Infection Control (ICPIC 2017),,6,,2017,http://link.springer.com/article/10.1186/s13756-017-0201-4
,Radiomics nomogram for the prediction of 2019 novel coronavirus pneumonia caused by SARS-CoV-2,Xu FangXiao LiYun BianXiang JiJianping Lu,30,,2020,http://link.springer.com/article/10.1007/s00330-020-07032-z
,Using agent-based modelling to simulate social-ecological systems across scales,Melvin LippeMike BithellNick GottsDavide NataliniPeter Barbrook-JohnsonCarlo GiupponiMareen HallierGert Jan HofstedeChristophe Le PageRobin B. MatthewsMaja SchlüterPeter SmithAndrea TeglioKevin Thellmann,23,,2019,http://link.springer.com/article/10.1007/s10707-018-00337-8
,"Abstracts of the 27th Annual Conference of APASL, 
March 14–18, 2018, New Delhi, India",,12,,2018,http://link.springer.com/article/10.1007/s12072-018-9852-3
,"MycoNews 2021: President’s message, IMA statutes, news, reports, awards, personalia, and book news",David L. Hawksworth,12,,2021,http://link.springer.com/article/10.1186/s43008-021-00085-9
,RGB-D salient object detection: A survey,Tao ZhouDeng-Ping FanMing-Ming ChengJianbing ShenLing Shao,7,,2021,http://link.springer.com/article/10.1007/s41095-020-0199-z
,Generating realistic scaled complex networks,Christian L. StaudtMichael HamannAlexander GutfraindIlya SafroHenning Meyerhenke,2,,2017,http://link.springer.com/article/10.1007/s41109-017-0054-z
,"Dynamical analysis of coronavirus disease with crowding effect, and vaccination: a study of third strain",Ali RazaMuhammad RafiqJan AwrejcewiczNauman AhmedMuhammad Mohsin,107,,2022,http://link.springer.com/article/10.1007/s11071-021-07108-5
,Immunoinformatics prediction of potential immunodominant epitopes from human coronaviruses and association with autoimmunity,Shilu MathewAisha D. FakhrooMaria SmattiAsmaa A. Al ThaniHadi M. Yassine,74,,2022,http://link.springer.com/article/10.1007/s00251-021-01250-5
,Disease Risk from Human–Environment Interactions: Environment and Development Economics for Joint Conservation-Health Policy,Heidi J. AlbersKatherine D. LeeJennifer R. RushlowCarlos Zambrana-Torrselio,76,,2020,http://link.springer.com/article/10.1007/s10640-020-00449-6
,Draw me Science,David ChavalariasQuentin LobbéAlexandre Delanoë,127,,2022,http://link.springer.com/article/10.1007/s11192-021-04186-5
,"Structure-based virtual screening, in silico docking, ADME properties prediction and molecular dynamics studies for the identification of potential inhibitors against SARS-CoV-2 Mpro",Anbuselvam MohanNicole RendineMohammed Kassim Sudheer MohammedAnbuselvam JeevaHai-Feng JiVenkateswara Rao Talluri,,,2021,http://link.springer.com/article/10.1007/s11030-021-10298-0
,"CARS 2020—Computer Assisted Radiology and Surgery Proceedings of the 34th International Congress and Exhibition, Munich, Germany, June 23–27, 2020",,15,,2020,http://link.springer.com/article/10.1007/s11548-020-02171-6
,Structural modeling and phylogenetic analysis for infectious disease transmission pattern based on maximum likelihood tree approach,Nourelhoda M. MahmoudMohamed H. MahmoudSalman AlameryHassan Fouad,12,,2021,http://link.springer.com/article/10.1007/s12652-020-02702-8
,Prediction Model Based on the Combination of Cytokines and Lymphocyte Subsets for Prognosis of SARS-CoV-2 Infection,Ying LuoLiyan MaoXu YuanYing XueQun LinGuoxing TangHuijuan SongFeng WangZiyong Sun,40,,2020,http://link.springer.com/article/10.1007/s10875-020-00821-7
,Book of Abstracts ESMRMB 2021 Online 38th Annual Scientific Meeting 7–9 October 2021,,34,,2021,http://link.springer.com/article/10.1007/s10334-021-00947-8
,Correlative Image-Based Release Prediction and 3D Microstructure Characterization for a Long Acting Parenteral Implant,Zhen LiuLi LiShawn ZhangJosh LomeoAiden ZhuJacie ChenStephanie BarrettAthanas KoynovSeth ForsterPeter WuelfingWei Xu,38,,2021,http://link.springer.com/article/10.1007/s11095-021-03145-2
,The application of resilience theory in urban development: a literature review,Li KongXianzhong MuGuangwen HuZheng Zhang,,,2022,http://link.springer.com/article/10.1007/s11356-022-20891-x
,A statistical and deep learning-based daily infected count prediction system for the coronavirus pandemic,Vruddhi ShahAnkita ShelkeMamata ParabJainam ShahNinad Mehendale,,,2021,http://link.springer.com/article/10.1007/s12065-021-00600-2
,Spatiotemporal data mining: a survey on challenges and open problems,Ali HamdiKhaled ShabanAbdelkarim ErradiAmr MohamedShakila Khan RumiFlora D. Salim,55,,2022,http://link.springer.com/article/10.1007/s10462-021-09994-y
,Towards Post-Pandemic Sustainable and Ethical Food Systems,Matthias KaiserStephen GoldsonTatjana BuklijasPeter GluckmanKristiann AllenAnne BardsleyMimi E. Lam,6,,2021,http://link.springer.com/article/10.1007/s41055-020-00084-3
,Poleward bound: adapting to climate-driven species redistribution,Jess Melbourne-ThomasAsta AudzijonyteMadeleine J. BrasierKatherine A. CresswellHannah E. FogartyMarcus HawardAlistair J. HobdayHeather L. HuntScott D. LingPhillipa C. McCormackTero MustonenKaisu MustonenJanet A. NyeMichael OellermannRowan TrebilcoIngrid van Putten,32,,2022,http://link.springer.com/article/10.1007/s11160-021-09641-3
,Modeling and Research on an Immuno-Epidemiological Coupled System with Coinfection,Xue-Zhi LiShasha GaoYi-Ke FuMaia Martcheva,83,,2021,http://link.springer.com/article/10.1007/s11538-021-00946-9
,Using prediction polling to harness collective intelligence for disease forecasting,Tara Kirk SellKelsey Lane WarmbrodCrystal WatsonMarc TrotochaudElena MartinSanjana J. RaviMaurice BalickEmile Servan-Schreiber,21,,2021,http://link.springer.com/article/10.1186/s12889-021-12083-y
,Analyzing fibrous tissue pattern in fibrous dysplasia bone images using deep R-CNN networks for segmentation,A. SaranyaKottilingam KottursamyAhmad Ali AlZubiAli Kashif Bashir,,,2021,http://link.springer.com/article/10.1007/s00500-021-06519-1
,Contour-aware semantic segmentation network with spatial attention mechanism for medical image,Zhiming ChengAiping QuXiaofeng He,38,,2022,http://link.springer.com/article/10.1007/s00371-021-02075-9
,Application of Artificial Intelligence in Medicine: An Overview,Peng-ran LiuLin LuJia-yao ZhangTong-tong HuoSong-xiang LiuZhe-wei Ye,41,,2021,http://link.springer.com/article/10.1007/s11596-021-2474-3
,Assessing the interplay between travel patterns and SARS-CoV-2 outbreak in realistic urban setting,Rohan PatilRaviraj DaveHarsh PatelViraj M. ShahDeep ChakrabartiUdit Bhatia,6,,2021,http://link.springer.com/article/10.1007/s41109-020-00346-3
,Scenario Planning: Embracing the Potential for Extreme Events in the Colorado River Basin,Andrea K. GerlakKatharine L. JacobsAmy L. McCoySeason MartinMariana Rivera-TorresAnna M. MurveitAmanda J. LeinbergerTimothy Thomure,165,,2021,http://link.springer.com/article/10.1007/s10584-021-03013-3
,"Proceedings of the World Molecular Imaging Congress 2018, Seattle, Washington, September 12-15, 2018: General Abstracts",,20,,2018,http://link.springer.com/article/10.1007/s11307-018-01305-2
,"Review of deep learning: concepts, CNN architectures, challenges, applications, future directions",Laith AlzubaidiJinglan ZhangAmjad J. HumaidiAyad Al-DujailiYe DuanOmran Al-ShammaJ. SantamaríaMohammed A. FadhelMuthana Al-AmidieLaith Farhan,8,,2021,http://link.springer.com/article/10.1186/s40537-021-00444-8
,Using Bernstein multi-scaling polynomials to obtain numerical solution of Volterra integral equations system,A. R. YaghoobniaR. Ezzati,39,,2020,http://link.springer.com/article/10.1007/s40314-020-01198-4
,Word embeddings and deep learning for location prediction: tracking Coronavirus from British and American tweets,Sarra HasniSami Faiz,11,,2021,http://link.springer.com/article/10.1007/s13278-021-00777-5
,Mortality Among Black Men in the USA,Elizabeth B. Pathak,5,,2018,http://link.springer.com/article/10.1007/s40615-017-0341-5
,On exploiting Data Visualization and IoT for Increasing Sustainability and Safety in a Smart Campus,Chiara CeccariniSilvia MirriPaola SalomoniCatia Prandi,26,,2021,http://link.springer.com/article/10.1007/s11036-021-01742-4
,Carbon price prediction for China's ETS pilots using variational mode decomposition and optimized extreme learning machine,Shanglei ChaiZixuan ZhangZhen Zhang,,,2021,http://link.springer.com/article/10.1007/s10479-021-04392-7
,Heritage and the Archaeology of Afro-Peru: Community Engagement in the Valleys of Nasca,Brendan J. M. WeaverMiguel A. Fhon BazánLady Santana Quispe,56,,2022,http://link.springer.com/article/10.1007/s41636-021-00309-0
,BIOMEMBRANES 2018,,50,,2018,http://link.springer.com/article/10.1007/s10863-018-9775-7
,Applications of Influenza Viral Kinetic Modeling in Drug Development,Mark LovernSuzanne K. MintonKashyap PatelYuan XiongCarl M. KirkpatrickPatrick F. Smith,3,,2017,http://link.springer.com/article/10.1007/s40495-017-0104-3
,Compound urban crises,Linda WestmanJames PattersonRachel MacrorieChristopher J. OrrCatherine M. AshcraftVanesa Castán BrotoDana DolanMukesh GuptaJeroen van der HeijdenThomas HickmannRobert HobbinsMarielle PapinEnora RobinChristina RosanJonas TorrensRobert Webb,51,,2022,http://link.springer.com/article/10.1007/s13280-021-01697-6
,Infection severity across scales in multi-strain immuno-epidemiological Dengue model structured by host antibody level,Hayriye GulbudakCameron J. Browne,80,,2020,http://link.springer.com/article/10.1007/s00285-020-01480-3
,Projecting population distribution under depopulation conditions in Japan: scenario analysis for future socio-ecological systems,Keiko HoriOsamu SaitoShizuka HashimotoTakanori MatsuiRumana AkterKazuhiko Takeuchi,16,,2021,http://link.springer.com/article/10.1007/s11625-020-00835-5
,Aggregation-and-Attention Network for brain tumor segmentation,Chih-Wei LinYu HongJinfu Liu,21,,2021,http://link.springer.com/article/10.1186/s12880-021-00639-8
,HRANet: Hierarchical region-aware network for crowd counting,Jinyang XieLingyu GuZhonghui LiLei Lyu,,,2022,http://link.springer.com/article/10.1007/s10489-021-03030-w
,Epidemiologically and Socio-economically Optimal Policies via Bayesian Optimization,Amit ChandakDebojyoti DeyBhaskar MukhotyPurushottam Kar,5,,2020,http://link.springer.com/article/10.1007/s41403-020-00142-6
,"Cardiovascular disease (CVD): assessment, prediction and policy implications",Shazia RehmanErum RehmanMuhammad IkramZhang Jianglin,21,,2021,http://link.springer.com/article/10.1186/s12889-021-11334-2
,Image smog restoration using oblique gradient profile prior and energy minimization,Ashok KumarArpit Jain,15,,2021,http://link.springer.com/article/10.1007/s11704-020-9305-8
,"Potential predictors of type-2 diabetes risk: machine learning, synthetic data and wearable health devices",Paola StolfiIlaria ValentiniMaria Concetta PalumboPaolo TieriAndrea GrignolioFilippo Castiglione,21,,2020,http://link.springer.com/article/10.1186/s12859-020-03763-4
,ECR 2017 – BOOK OF ABSTRACTS,,8,,2017,http://link.springer.com/article/10.1007/s13244-017-0546-5
,Deep Learning and Particle Swarm Optimisation-Based Techniques for Visually Impaired Humans' Text Recognition and Identification,Binay Kumar PandeyDigvijay PandeySubodh WariyaGaurav AggarwalRahul Rastogi,6,,2021,http://link.springer.com/article/10.1007/s41133-021-00051-5
,Nanomechanical assay for ultrasensitive and rapid detection of SARS-CoV-2 based on peptide nucleic acid,Yu WangTianhao YanKainan MeiDepeng RaoWenjie WuYe ChenYongpei PengJianye WangShangquan WuQingchuan Zhang,,,2022,http://link.springer.com/article/10.1007/s12274-022-4333-3
,Masked-face recognition using deep metric learning and FaceMaskNet-21,Rucha GolwalkarNinad Mehendale,,,2022,http://link.springer.com/article/10.1007/s10489-021-03150-3
,Face mask detection and classification via deep transfer learning,Xueping SuMeng GaoJie RenYunhong LiMian DongXi Liu,81,,2022,http://link.springer.com/article/10.1007/s11042-021-11772-5
,Conventional risk prediction models fail to accurately predict mortality risk among patients with coronavirus disease 2019 in intensive care units: a difficult time to assess clinical severity and quality of care,Hideki EndoHiroyuki OhbeJunji KumasawaShigehiko UchinoSatoru HashimotoYoshitaka AokiTakehiko AsagaEiji HashibaJunji HatakeyamaKatsura HayakawaNao IchiharaHiromasa IrieTatsuya KawasakiHiroshi KurosawaTomoyuki NakamuraHiroshi Okamoto,9,,2021,http://link.springer.com/article/10.1186/s40560-021-00557-5
,A prediction rule for severe adverse events in all inpatients with community-acquired pneumonia: a multicenter observational study,Toshihiro SakakibaraYuichiro ShindoDaisuke KobayashiMasahiro SanoJunya OkumuraYasushi MurakamiKunihiko TakahashiShigeyuki MatsuiTetsuya YagiHideo SakaYoshinori Hasegawa,22,,2022,http://link.springer.com/article/10.1186/s12890-022-01819-0
,"Smart supply chain management in Industry 4.0: the review, research agenda and strategies in North America",Guoqing ZhangYiqin YangGuoqing Yang,,,2022,http://link.springer.com/article/10.1007/s10479-022-04689-1
,A survey on generative adversarial networks for imbalance problems in computer vision tasks,Vignesh SampathIñaki MaurtuaJuan José Aguilar MartínAitor Gutierrez,8,,2021,http://link.springer.com/article/10.1186/s40537-021-00414-0
,Trends in mathematical modeling of host–pathogen interactions,Jan EwaldPatricia SieberRavindra GardeStefan N. LangStefan SchusterBashar Ibrahim,77,,2020,http://link.springer.com/article/10.1007/s00018-019-03382-0
,"Urbanization Impact on Regional Climate and Extreme Weather: Current Understanding, Uncertainties, and Future Research Directions",Yun QianT. C. ChakrabortyJianfeng LiDan LiCenlin HeChandan SarangiFei ChenXuchao YangL. Ruby Leung,39,,2022,http://link.springer.com/article/10.1007/s00376-021-1371-9
,"Addressing vulnerability, building resilience: community-based adaptation to vector-borne diseases in the context of global change",Kevin Louis BardoshSadie J. RyanKris EbiSusan WelburnBurton Singer,6,,2017,http://link.springer.com/article/10.1186/s40249-017-0375-2
,Considering equity in wildfire protection,Matthew R. Auer,16,,2021,http://link.springer.com/article/10.1007/s11625-021-01024-8
,How does host social behavior drive parasite non-selective evolution from the within-host to the landscape-scale?,Mary J. JaneckaFaith RovenoltJessica F. Stephenson,75,,2021,http://link.springer.com/article/10.1007/s00265-021-03089-y
